,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
87,0.419314437,0.340675871,1,0.402812803,0.428563619,0.413465351,0.340024993,0.430462629,0.439678799,0.452658206,1,0.39560739,1,0.670214318,0.540365243,1,0.633421976,0.443301945,0.685906396,0.664724612,0.686155536,0.502388664,0.47808248,0.460604711,0.366012787,0.367677554,0.536466034,0.465965492,0.396905167,0.525689594,1,0.408968642,0.373659492,1,0.377881946,0.474103076,0.45197407,0.432830833,0.444917047,0.444175157,0.384392263,0.449385129,0.484641312,0.337119378,0.42066782,0.350277935,0.452624892,0.391716675,0.420335544,0.350037371,0.572010434,0.35924297,0.411999544,1,0.405277326,0.429299815,1,1,1,0.338511505,0.390435703,0.462631848,0.441150988,0.443643483,0.555956234,0.303883007,1,0.534065288,0.419755334,0.465966742,0.365417197,0.455093113,0.422095764,0.378415975,0.374412277,0.532908605,0.397779459,0.493735791,0.462404837,0.410763278,0.445543515,0.416643792,0.450959863,0.441135932,0.343866668,0.500057006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.472030874,0.423797713,1,0.46913089,0.451004654,0.500817324,0.34989324,0.486758234,0.528279548,0.336775557,1,0.426476251,1,0.439226847,0.351523829,1,0.437577618,0.498453976,0.376651526,0.338302754,0.488137666,0.540308764,0.45568407,0.396030576,0.40325445,0.481166542,0.408686499,0.469207194,0.432232096,0.508773763,1,0.430224777,0.420943013,1,0.473422831,0.426286583,0.453591184,0.425919222,0.430724211,0.424404418,0.411691075,0.478002193,0.496245228,0.371317948,0.44970062,0.373514161,0.459443527,0.450326955,0.275482563,0.314457966,0.543870278,0.488909451,0.338265909,1,0.480633355,0.376113944,1,1,1,0.426409939,0.472491837,0.54983166,0.418208103,0.533594597,0.510042507,0.435320128,1,0.543618265,0.591373132,0.516492227,0.295063879,0.550934141,0.424374404,0.298894342,0.383080822,0.49496056,0.49742455,0.342087609,0.399932654,0.324067113,0.376883895,0.398399933,0.409642902,0.491237134,0.429610798,0.416095313,0.485517996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.466553877,0.415773852,1,0.484641287,0.420946571,0.546919545,0.376124943,0.464849391,0.500428585,0.464295344,1,0.609438447,1,0.59850861,0.590239124,1,0.588427173,0.507487005,0.657684144,0.703265986,0.673548691,0.229592496,0.526229309,0.547383338,0.477245398,0.415748447,0.497383511,0.522895416,0.44459554,0.533818921,1,0.464809715,0.545307269,1,0.486136439,0.522427208,0.473774349,0.480415178,0.458210261,0.394734383,0.471183583,0.490030002,0.529281351,0.415837512,0.545941428,0.486210002,0.546905368,0.589004335,0.459637022,0.457533147,0.441978681,0.572144553,0.561795532,1,0.510369941,0.478056468,1,1,1,0.543793629,0.588534972,0.572457638,0.53385523,0.566095008,0.624469612,0.605405937,1,0.505060337,0.489858746,0.639526492,0.478966054,0.610669722,0.529173649,0.471171704,0.463584411,0.495297431,0.371055882,0.451084443,0.444317438,0.377508564,0.435158135,0.442049316,0.461240311,0.478230579,0.387144329,0.555491141,0.555522319,0.542663364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.386992052,0.450514449,1,0.512914742,0.51375948,0.567658392,0.408107612,0.53432997,0.515800708,0.332864043,1,0.536541954,1,0.48222004,0.44788278,1,0.499441028,0.447912702,0.550285361,0.597664896,0.620612592,0.515746346,0.544106895,0.535899693,0.474221893,0.448361499,0.371112474,0.420464469,0.328787777,0.490804757,1,0.479622762,0.497070974,1,0.423726148,0.512374602,0.454627423,0.512195391,0.360968697,0.392662766,0.508634345,0.43843658,0.430222866,0.373760952,0.492291815,0.482741109,0.433325671,0.556407472,0.41441114,0.395138096,0.508494148,0.536629978,0.487510479,1,0.481716128,0.425410418,1,1,1,0.50504055,0.54639842,0.603025045,0.456643174,0.592701704,0.643387554,0.574668683,1,0.458702613,0.558799023,0.618642717,0.431492031,0.555520573,0.53501615,0.425987393,0.478084814,0.472097951,0.450451655,0.302169915,0.402681908,0.331532139,0.40499172,0.402198771,0.438698835,0.412391389,0.442097251,0.461922002,0.543349421,0.37760275,0.466857928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.339142273,0.30280609,1,0.299085067,0.34723761,0.318207037,0.207436435,0.380082273,0.389913756,0.354656369,1,0.403211842,1,0.618438494,0.583553202,1,0.530492708,0.480385866,0.594604578,0.590487044,0.619837824,0.367628861,0.321227575,0.339608685,0.299635603,0.324052861,0.433672414,0.344088708,0.197075594,0.508342109,1,0.343185622,0.496290316,1,0.332802078,0.326737491,0.32794374,0.202356583,0.149503367,0.327729951,0.347577019,0.305745507,0.252258261,0.247552584,0.245927018,0.252472632,0.477050392,0.392400711,0.334048466,0.178934598,0.48817221,0.494816733,0.264951286,1,0.259997083,0.323801791,1,1,1,0.323699681,0.518275988,0.526678876,0.375659451,0.508486406,0.469509445,0.478846875,1,0.396965393,0.510285812,0.527526994,0.100517301,0.385878269,0.198762892,0.202673683,0.266367248,0.500794605,0.365338725,0.412281557,0.243058414,0.297975207,0.337777743,0.246657178,0.404336491,0.267294933,0.22406434,0.418953697,0.392386316,0.393199283,0.475066734,0.441787554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.356973993,0.288909674,1,0.297732762,0.275769604,0.386087462,0.175890619,0.297610951,0.354844264,0.301172276,1,0.336039419,1,0.469236035,0.432303006,1,0.442514736,0.472051534,0.432097197,0.393340267,0.474127547,0.386714937,0.406655985,0.233497699,0.265411889,0.389417359,0.420023607,0.393460233,0.317043989,0.48772916,1,0.268315342,0.523627385,1,0.433962693,0.207825216,0.261027414,0.310126629,0.291880028,0.358862408,0.220332534,0.353025415,0.391100527,0.278247941,0.381278737,0.243686124,0.47927236,0.432115156,0.307696196,0.179217433,0.462847369,0.518149729,0.197218035,1,0.352101674,0.322076667,1,1,1,0.307295597,0.492128262,0.577013974,0.36698699,0.548342937,0.509597112,0.421579052,1,0.383306695,0.513485244,0.526395111,0.136597678,0.435082825,0.312924563,0.148202366,0.18858475,0.38843729,0.323243272,0.382221179,0.336837683,0.276674595,0.333944597,0.32109212,0.327879502,0.383514457,0.280998866,0.324258473,0.42659599,0.246268068,0.44165921,0.362715645,0.172582102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.393763874,0.313427062,1,0.377335934,0.412209318,0.346689404,0.267420058,0.42591874,0.340610926,0.43380685,1,0.454484554,1,0.611829081,0.623889718,1,0.525997802,0.449753433,0.65400056,0.631483113,0.640123208,0.400761047,0.178194141,0.374746703,0.320353835,0.298852938,0.500918453,0.402044099,0.338315592,0.573653568,1,0.350631578,0.496633994,1,0.359402682,0.393242218,0.413430856,0.159865606,0.347060095,0.397641279,0.335205178,0.398125695,0.433307064,0.270763836,0.103018718,0.215746443,0.472288427,0.389586262,0.334580335,0.177732387,0.53021221,0.411140725,0.265995593,1,0.151499775,0.350471194,1,1,1,0.319801027,0.454435462,0.497319187,0.329872766,0.420463735,0.457707431,0.444249773,1,0.438870383,0.532974743,0.457524611,0.187960654,0.429153101,0.097291546,0.229920726,0.272819631,0.517741363,0.397438592,0.443268127,0.402029361,0.343542267,0.312618013,0.25931414,0.452450516,0.350544305,0.226648249,0.449469874,0.38410193,0.451349053,0.523363074,0.518432658,0.173990317,0.302396911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.478342356,0.321581248,1,0.406516044,0.345120798,0.471370423,0.286642763,0.380575774,0.410923524,0.430153425,1,0.333249325,1,0.643853468,0.466393888,1,0.419615894,0.497698024,0.384096022,0.459973295,0.442941989,0.440125586,0.543848798,0.288295867,0.322299822,0.436750142,0.448845643,0.534941362,0.425231784,0.487717757,1,0.310815414,0.439153375,1,0.447572585,0.417584891,0.40239983,0.483725022,0.437433646,0.430120221,0.298942521,0.439957789,0.523591065,0.404973035,0.536578895,0.329391462,0.48903252,0.464629188,0.449704578,0.390170853,0.428529676,0.525742588,0.450089971,1,0.529253147,0.48031439,1,1,1,0.523450784,0.573040188,0.564353436,0.483567934,0.572981484,0.617053924,0.524466391,1,0.540543762,0.468066644,0.586299302,0.354316535,0.505904338,0.440900314,0.321723799,0.274027611,0.477847194,0.360419869,0.467455476,0.457903903,0.405963976,0.498032745,0.463658223,0.387243282,0.493778142,0.36123127,0.316270913,0.416471196,0.373620629,0.46937655,0.482761643,0.406557657,0.337520922,0.485614041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.232497246,0.438758389,1,0.455502147,0.440205492,0.519718712,0.380363933,0.47965185,0.529452066,0.372147794,1,0.530433389,1,0.53764451,0.492106842,1,0.561069999,0.450891884,0.586212568,0.611291742,0.613414912,0.500983279,0.47330853,0.520856374,0.432947608,0.396160399,0.406711054,0.257008986,0.180544015,0.495390637,1,0.479167807,0.542785212,1,0.381929649,0.479498738,0.436120237,0.403117367,0.231899697,0.385392813,0.48399172,0.418425718,0.211911377,0.311846312,0.433469934,0.415548612,0.443886216,0.480615637,0.352592701,0.335275297,0.573280886,0.552019132,0.379120297,1,0.405534004,0.32919438,1,1,1,0.420734926,0.553547952,0.60780699,0.405176694,0.558107664,0.541236981,0.546339675,1,0.374396745,0.543015928,0.560187854,0.320380921,0.550229513,0.414889092,0.35998726,0.429580606,0.536904943,0.443631244,0.389695605,0.180716226,0.345328509,0.326246423,0.35743596,0.471916019,0.209952984,0.352392936,0.534057582,0.493384173,0.344486641,0.479153545,0.358563074,0.237789956,0.271714444,0.386798,0.504799969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.4226392,0.428341541,1,0.467196357,0.489379858,0.535881645,0.368770335,0.536146337,0.505194806,0.326802585,1,0.518844338,1,0.530014954,0.472511565,1,0.571364569,0.453725978,0.595163214,0.611286949,0.606615408,0.489756154,0.469627625,0.516878048,0.44736251,0.319361139,0.397193364,0.42484014,0.314035247,0.463432489,1,0.472641899,0.521134372,1,0.365614979,0.503364141,0.41492051,0.415175641,0.304187585,0.315470143,0.525680105,0.377107572,0.389668863,0.266252283,0.445825932,0.440687582,0.455273896,0.497619479,0.339991919,0.326156315,0.537532787,0.550739487,0.410890412,1,0.40419063,0.307173424,1,1,1,0.475780033,0.555384187,0.590375625,0.421550305,0.574415541,0.607970301,0.600752728,1,0.466535365,0.552423825,0.607499255,0.346286386,0.518270671,0.439873378,0.401968895,0.476907998,0.48742887,0.435266722,0.244652493,0.319394708,0.266354236,0.369565574,0.316475767,0.437844006,0.408620382,0.371612459,0.495124291,0.495203695,0.316382909,0.449481917,0.305552028,0.336660354,0.32713574,0.419463589,0.482073691,0.306714304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.426954908,0.339811412,1,0.318071069,0.308891672,0.40314716,0.261950827,0.297901637,0.289019468,0.377874732,1,0.258333537,1,0.514276313,0.462419344,1,0.457870317,0.494412132,0.442656375,0.381116825,0.467958198,0.463036662,0.432072319,0.1980696,0.228037171,0.435335071,0.489481943,0.47383806,0.434634644,0.569848561,1,0.221777811,0.495767299,1,0.455372175,0.224333621,0.335679186,0.391444102,0.444825383,0.501141074,0.179794583,0.431973764,0.53667474,0.355483161,0.419434089,0.212891119,0.469903303,0.438617542,0.356405097,0.228458004,0.517436829,0.487936044,0.251632916,1,0.392996708,0.450471829,1,1,1,0.377327552,0.477332235,0.531978799,0.433859536,0.537431085,0.566878655,0.413616168,1,0.504925949,0.52165172,0.524433436,0.241674214,0.461251252,0.345941418,0.189737568,0.151981282,0.339147646,0.365650154,0.469334644,0.483230559,0.365871496,0.432495465,0.410623816,0.258433105,0.481481022,0.34332176,0.279138626,0.410325826,0.316106611,0.550791369,0.46712961,0.327574405,0.205323465,0.327542956,0.309403778,0.44607685,0.450067339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.541126395,0.325030695,1,0.417945967,0.415113571,0.45258437,0.347108093,0.398986645,0.421030962,0.470218187,1,0.348832054,1,0.630497159,0.495422681,1,0.419711718,0.493254351,0.451608021,0.478685301,0.455855004,0.459304052,0.556380235,0.26503403,0.36409738,0.487672973,0.525574276,0.555335931,0.530503654,0.58634415,1,0.331453419,0.483220165,1,0.475977845,0.447780884,0.426630749,0.487633889,0.526945876,0.568989263,0.324198168,0.486459842,0.593133933,0.458272976,0.501945308,0.341057756,0.434025636,0.472509077,0.45235394,0.402174196,0.45506848,0.516733237,0.424759416,1,0.499865469,0.519901059,1,1,1,0.464456259,0.492370627,0.46642107,0.500785859,0.571444104,0.632779107,0.456078528,1,0.571346418,0.485824831,0.614450623,0.349606222,0.492974844,0.434941908,0.309567204,0.295384722,0.431659921,0.427029207,0.480773523,0.544068596,0.421376795,0.522775032,0.463805318,0.340117858,0.531343344,0.415785098,0.266211071,0.483950455,0.415594805,0.545292524,0.49850382,0.425351195,0.353893057,0.470209536,0.211615288,0.542072882,0.52347612,0.276143319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.339901082,0.272029795,1,0.243628011,0.287439603,0.290541412,0.200655722,0.290106368,0.244884604,0.364275813,1,0.283079404,1,0.56977682,0.546900057,1,0.541951701,0.471070684,0.596638978,0.570373852,0.557983817,0.38576458,0.334233223,0.241198967,0.178056342,0.316909318,0.455595804,0.399848839,0.298650977,0.538560178,1,0.239470816,0.478606665,1,0.342379311,0.292035542,0.313563687,0.247699283,0.284317924,0.385061321,0.234898578,0.349151579,0.390776253,0.22534202,0.285463419,0.179342319,0.448226506,0.355782043,0.316222421,0.116090702,0.496718976,0.452141907,0.199800982,1,0.22027025,0.336722957,1,1,1,0.270919595,0.465525272,0.509974612,0.338769281,0.506661696,0.465905845,0.413337737,1,0.373221599,0.505477871,0.487353975,0.161929327,0.380779002,0.257517332,0.137220831,0.164985688,0.467612174,0.361879565,0.435690077,0.366058402,0.283213229,0.334546126,0.265420077,0.391359938,0.366892466,0.217651371,0.358667756,0.350585593,0.38582502,0.476577831,0.462640023,0.149974985,0.164219677,0.178990973,0.40555885,0.33790873,0.35474934,0.204657488,0.413108898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.393197911,0.350848246,1,0.374486873,0.463842721,0.410703817,0.351285283,0.437668917,0.397503375,0.491663999,1,0.433745954,1,0.679571023,0.674608363,1,0.637762852,0.513966352,0.752066873,0.711762911,0.667674615,0.493386581,0.297125501,0.45803985,0.356318374,0.346153736,0.55822078,0.407750783,0.422541226,0.579302475,1,0.394057178,0.479409507,1,0.404746308,0.467683308,0.466083299,0.304647819,0.449166236,0.479734123,0.3754288,0.459974775,0.50082858,0.319636535,0.233893371,0.26600243,0.503684549,0.314103742,0.353032261,0.249657609,0.517828827,0.377408999,0.314233202,1,0.158979419,0.359492611,1,1,1,0.281505215,0.449857306,0.529064086,0.37161324,0.439381,0.375881698,0.406482683,1,0.491750114,0.50232245,0.438225708,0.342110655,0.461961584,0.265576503,0.290986681,0.325806017,0.568887692,0.463602244,0.513321927,0.456955289,0.39555093,0.358707735,0.338054386,0.508188493,0.397023046,0.251566042,0.52935326,0.341511759,0.505160037,0.576905393,0.554003162,0.306058657,0.376545251,0.18797307,0.555234904,0.453272497,0.480001221,0.384125463,0.521993841,0.226191889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.40511027,0.350226525,1,0.425504287,0.449268081,0.477845471,0.309980796,0.457321903,0.425389817,0.359141544,1,0.543021118,1,0.591873276,0.511237178,1,0.612119013,0.390130316,0.603619984,0.670230243,0.648541847,0.388227518,0.519311309,0.484882529,0.405841187,0.325851873,0.373150814,0.472329414,0.323343529,0.435753945,1,0.394361417,0.404302114,1,0.36798958,0.497671032,0.417867011,0.489427596,0.38191776,0.313404264,0.466535304,0.381592909,0.462577647,0.287656496,0.486233713,0.402017988,0.405838704,0.433843401,0.367330207,0.422916187,0.490079772,0.434363091,0.49383403,1,0.456065341,0.414383983,1,1,1,0.465470185,0.507692132,0.452829474,0.42748486,0.47303223,0.59028546,0.484850894,1,0.420192918,0.424553388,0.524725254,0.429859062,0.479061745,0.477162853,0.419113041,0.425261295,0.4718401,0.296719123,0.363114469,0.36212691,0.282973257,0.412543903,0.316709586,0.380945777,0.400790078,0.303873759,0.398825299,0.39682111,0.453296735,0.393832342,0.437483133,0.409654053,0.396038173,0.454559132,0.357528286,0.465465478,0.378417789,0.450510104,0.42655296,0.411669979,0.49045488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.432744174,0.555686239,1,0.591722626,0.553664982,0.67509737,0.52835967,0.614696348,0.592509257,0.449385707,1,0.617839644,1,0.540544742,0.474658649,1,0.604976517,0.481270557,0.60858663,0.582750667,0.647869029,0.630059167,0.622785118,0.598498896,0.52645841,0.567531903,0.406616545,0.403775295,0.480296102,0.526469319,1,0.555253421,0.605121976,1,0.541663329,0.566561812,0.557311598,0.617129386,0.50941084,0.534841722,0.624466572,0.586738374,0.545983694,0.468730237,0.573579087,0.512901676,0.469798888,0.590044988,0.415433021,0.464161654,0.678362856,0.615720728,0.513600303,1,0.522631495,0.461197893,1,1,1,0.531675647,0.592390941,0.66676448,0.457195913,0.698157084,0.54586852,0.548533825,1,0.44223665,0.670187059,0.667214512,0.526392829,0.631482682,0.61169778,0.493838957,0.570472046,0.555074122,0.563379546,0.317894898,0.504072885,0.418880374,0.468670763,0.459964568,0.489186436,0.432322421,0.519605288,0.506053624,0.645571056,0.350645736,0.654728602,0.331341775,0.547388456,0.425017505,0.580956649,0.596224927,0.386247554,0.380875723,0.500282066,0.554349965,0.516423413,0.614466556,0.530191137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.468902709,0.353268685,1,0.468505477,0.428439753,0.477123983,0.338966174,0.493781638,0.492730231,0.423250388,1,0.524608459,1,0.660409342,0.549017826,1,0.53832425,0.448408519,0.65152731,0.687329162,0.67375627,0.436441246,0.537442907,0.505091011,0.436682351,0.411433917,0.356061623,0.477741947,0.392830634,0.451601718,1,0.457539751,0.422548933,1,0.39660161,0.536176423,0.48653158,0.48123529,0.437621031,0.423361069,0.481916838,0.463840204,0.481851924,0.346768185,0.48724073,0.415804514,0.313174201,0.46703129,0.460255551,0.430056878,0.472021612,0.462248442,0.516380408,1,0.435559824,0.4636593,1,1,1,0.445637779,0.466831733,0.436869291,0.477066725,0.494976176,0.471862866,0.474209127,1,0.488919819,0.428681409,0.580400072,0.4173547,0.556553415,0.472718846,0.43117597,0.409421142,0.484729085,0.371807931,0.440990253,0.390309148,0.341240729,0.437432241,0.381409934,0.460691962,0.427929618,0.336996433,0.442259243,0.459762773,0.445985931,0.425487706,0.41716804,0.419450087,0.414318451,0.458605918,0.392270668,0.430426702,0.433009792,0.48284071,0.403248316,0.432054646,0.48976249,0.356527474,1,0.494603855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.43011726,0.399655947,1,0.379114164,0.457149641,0.46563968,0.364547225,0.419233455,0.424403197,0.521115991,1,0.414975282,1,0.664160599,0.689906944,1,0.629470312,0.529070774,0.780784558,0.666963178,0.668583041,0.519601473,0.346750488,0.426070916,0.346321032,0.388976543,0.59816926,0.458351849,0.489894838,0.611476825,1,0.370092079,0.536764351,1,0.471981832,0.482747921,0.479072706,0.355028106,0.508647889,0.534943736,0.378522041,0.520384498,0.554217203,0.391682231,0.256463937,0.304264869,0.514052039,0.356289983,0.345507658,0.284649508,0.587144399,0.40472131,0.334458799,1,0.18717236,0.414039787,1,1,1,0.322677766,0.469712292,0.548499823,0.410047563,0.465807539,0.400681978,0.405253678,1,0.517912074,0.51278365,0.479465779,0.38900198,0.503889292,0.267561728,0.321084018,0.346377198,0.609708037,0.422544334,0.539018701,0.519741232,0.44859848,0.423915702,0.392379695,0.508259931,0.441552931,0.256851875,0.539697621,0.396563467,0.54084343,0.587458895,0.580726566,0.381235464,0.403914636,0.227697458,0.573909107,0.488391377,0.542801121,0.381787068,0.500817413,0.277565547,0.122623654,0.510418446,1,0.60739934,0.516362844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.364896427,0.283522083,1,0.266565718,0.322506259,0.297745033,0.222719949,0.326665119,0.322621192,0.338847593,1,0.311178757,1,0.531701186,0.515195227,1,0.55155112,0.461563129,0.557860079,0.503139973,0.577319135,0.434322426,0.37958124,0.246578181,0.239962086,0.359232886,0.437234351,0.414270775,0.342966746,0.522497259,1,0.261004423,0.40158177,1,0.358749778,0.316665722,0.34051494,0.309644872,0.33748534,0.37377328,0.254481882,0.374529942,0.440181267,0.252324669,0.316169993,0.208573721,0.416407263,0.330768163,0.269623507,0.157575929,0.51775913,0.414559984,0.218425766,1,0.292188577,0.331479066,1,1,1,0.270681745,0.428894112,0.506720527,0.33309036,0.496184201,0.490342553,0.382450446,1,0.400233462,0.553373605,0.489956639,0.167034123,0.382320656,0.311766504,0.156988168,0.193205349,0.444745099,0.373125442,0.395505973,0.393304919,0.275931729,0.347697215,0.281068791,0.342418881,0.40876941,0.294429488,0.340287332,0.348006062,0.288234883,0.494112729,0.415475041,0.19544967,0.152845338,0.248937472,0.377469398,0.358279943,0.354025379,0.196098648,0.373273381,0.095783664,0.291620615,0.387996915,1,0.444575225,0.434780807,0.347245905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.336577755,0.284507884,1,0.365974618,0.335631644,0.391239462,0.220152217,0.424852037,0.392240167,0.355681672,1,0.38849246,1,0.604619315,0.470379637,1,0.550794522,0.384057787,0.623958136,0.645196276,0.642422164,0.407285697,0.433330616,0.425738513,0.314386917,0.308556814,0.406374218,0.363378576,0.27905523,0.47462096,1,0.353523469,0.392680196,1,0.303048832,0.414850131,0.384567877,0.370093252,0.327481965,0.347210629,0.364037252,0.335699836,0.348328614,0.236664212,0.38160789,0.31461567,0.408997539,0.322301491,0.352427388,0.248107657,0.451369956,0.368786127,0.37861138,1,0.281435269,0.34612422,1,1,1,0.335942159,0.460375692,0.444451067,0.359908232,0.461792009,0.473193184,0.405064806,1,0.417765898,0.332876048,0.462860797,0.284981776,0.472586998,0.346038248,0.282049045,0.28592712,0.461040041,0.305143665,0.374253255,0.314320239,0.250061709,0.334695067,0.272556591,0.381617273,0.343261425,0.19530797,0.421672936,0.249098593,0.394463107,0.404060083,0.393436735,0.278036503,0.294439051,0.312929791,0.373127069,0.345580258,0.348961903,0.36200146,0.435116136,0.244161238,0.297052223,0.317295745,1,0.532258612,0.332951565,0.350060645,0.290490174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.379768503,0.390632518,1,0.420066683,0.393464974,0.485203659,0.330119676,0.395723098,0.429209305,0.537313063,1,0.474672042,1,0.690879664,0.678035776,1,0.609346885,0.542073787,0.729576509,0.651198035,0.661028574,0.494547647,0.449145173,0.425429737,0.379384844,0.391294154,0.537569828,0.418328024,0.478476782,0.62511111,1,0.361402517,0.58664837,1,0.494228823,0.407812473,0.435771847,0.385950395,0.491656466,0.502737108,0.339185276,0.49592681,0.545565675,0.371831264,0.37389442,0.342398961,0.532644775,0.417076632,0.426319693,0.335755908,0.56568292,0.46302844,0.386174138,1,0.251905866,0.414267322,1,1,1,0.347142777,0.528237224,0.571159855,0.417470308,0.524870241,0.347320841,0.41787176,1,0.439690743,0.453757069,0.482529313,0.392395328,0.534115337,0.344410082,0.31608098,0.32017139,0.556239247,0.405033778,0.542224439,0.482903593,0.446613932,0.398015487,0.38561469,0.540815501,0.41962958,0.246899289,0.543097911,0.42025877,0.543688979,0.537059811,0.583965188,0.375711195,0.345527761,0.306919286,0.554877133,0.449456953,0.536077607,0.390695495,0.534330004,0.284716769,0.214842815,0.51408962,1,0.544640667,0.468493656,0.191252848,0.366028575,0.286901203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
